geneName,genebiotype,entrezid,product,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC100576592,protein_coding,100576592,uncharacterized LOC100576592,281.4616684,2.033022388,0.528462705,3.847049887,0.000119549,0.005424374
LOC100576880,lncRNA,100576880,uncharacterized LOC100576880,122.0106093,1.988642233,0.443655932,4.482397482,7.38091E-06,0.000764058
LOC412056,protein_coding,412056,organic cation transporter protein,540.8847544,1.977020162,0.575047262,3.438013347,0.000585999,0.017388352
LOC100577879,protein_coding,100577879,carbonic anhydrase-related protein 10,230.8313796,1.976694724,0.51260167,3.856200321,0.000115163,0.005312132
LOC413186,protein_coding,413186,mitochondrial pyruvate carrier 3,243.2382566,1.965127868,0.326440206,6.019870818,1.74556E-09,7.76942E-07
Grd,protein_coding,413803,GABA-gated ion channel,67.07288624,1.957007721,0.489053146,4.001625871,6.29087E-05,0.003479336
LOC113219378,rRNA,113219378,large subunit ribosomal RNA,108.9993281,1.951330826,0.363643616,5.366052753,8.04784E-08,1.97956E-05
LOC100577237,protein_coding,100577237,ankyrin repeat and ELMO domain-containing protein D,29.28896935,1.935045711,0.480878659,4.023979182,5.7223E-05,0.003241595
LOC413047,protein_coding,413047,venom carboxylesterase-6-like,156.4621634,1.929224993,0.629381324,3.065272069,0.002174721,0.042436564
LOC552101,protein_coding,552101,uncharacterized LOC552101,471.5536302,1.927155898,0.532995936,3.615704675,0.000299532,0.010645334
Mir3759,miRNA,100629078,microRNA 3759,868.6826147,1.920097304,0.340153944,5.644789179,1.65384E-08,4.98659E-06
LOC413816,protein_coding,413816,sodium-independent sulfate anion transporter,31.69792307,1.888295374,0.502292655,3.759352953,0.000170353,0.006983741
LOC100577026,protein_coding,100577026,mitochondrial amidoxime-reducing component 1,320.4096453,1.873379788,0.498556824,3.757605349,0.000171547,0.00700197
LOC411186,protein_coding,411186,synaptic vesicle glycoprotein 2C,856.9426048,1.823879193,0.501519076,3.636709511,0.000276143,0.010034247
LOC724439,protein_coding,724439,uncharacterized LOC724439,249.9822966,1.819447128,0.387747956,4.69234486,2.70091E-06,0.000371538
LOC726529,protein_coding,726529,ankyrin repeat domain-containing protein 29,89.58087572,1.815501083,0.531809479,3.413818584,0.000640592,0.018595077
LOC410821,protein_coding,410821,tetraspanin-9,168.168953,1.792948698,0.446375043,4.016686698,5.90221E-05,0.003320625
LOC410614,protein_coding,410614,tubulin alpha chain,4035.460415,1.792085521,0.492915332,3.635686304,0.000277242,0.010034247
LOC552505,protein_coding,552505,monocarboxylate transporter 9,49.7927267,1.787175173,0.504688883,3.541142342,0.000398399,0.012752848
LOC102655332,protein_coding,102655332,protein orai-2,155.6530347,1.781128656,0.435624299,4.088680683,4.33834E-05,0.002667791
LOC411888,protein_coding,411888,uncharacterized LOC411888,41.89036906,1.763576806,0.46285372,3.810224977,0.00013884,0.00612142
LOC724216,protein_coding,724216,juvenile hormone acid O-methyltransferase,1632.445324,1.757567902,0.407461227,4.31346049,1.60719E-05,0.001273084
LOC408463,protein_coding,408463,uncharacterized LOC408463,681.7997976,1.757260348,0.367432515,4.782539047,1.73095E-06,0.000265232
Eyg,protein_coding,410818,eyegone,52.05774706,1.738229862,0.479626541,3.62413193,0.000289934,0.010383177
LOC408915,protein_coding,408915,protein couch potato,80.49254898,1.716908404,0.412624806,4.160943251,3.16936E-05,0.002146666
cad,protein_coding,726676,homeotic protein caudal,31.41124363,1.708594588,0.562438033,3.037836148,0.002382835,0.045546742
LOC113218518,protein_coding,113218518,chymotrypsin inhibitor-like,58.87270615,1.689619148,0.377231678,4.478995923,7.4995E-06,0.000764058
LOC102653764,protein_coding,102653764,waprin-Thr1,69.17411752,1.688024211,0.534423583,3.158588553,0.001585351,0.034301572
LOC100576446,protein_coding,100576446,solute carrier family 26 member 6,318.3043816,1.687634897,0.50488095,3.342639283,0.000829857,0.022225424
LOC726646,protein_coding,726646,probable cytochrome P450 6a13,246.3689653,1.677704069,0.243286938,6.895989078,5.34913E-12,4.16653E-09
LOC412619,protein_coding,412619,amidophosphoribosyltransferase,931.2399556,1.674211761,0.286549994,5.842651536,5.13764E-09,1.84698E-06
LOC100578774,protein_coding,100578774,centrosomal protein of 164 kDa,38.42095268,1.659467499,0.519383388,3.195072348,0.001397958,0.031864895
LOC107964158,lncRNA,107964158,uncharacterized LOC107964158,178.4138481,1.630875393,0.486751076,3.350532689,0.000806563,0.021788854
LOC408878,protein_coding,408878,protein mesh,416.7620612,1.608638849,0.451472194,3.56309618,0.000366506,0.012009696
LOC411700,protein_coding,411700,heat shock protein 83,689.0047548,1.59993894,0.248192767,6.446356019,1.14571E-10,7.64927E-08
LOC726914,protein_coding,726914,probable serine/threonine-protein kinase DDB_G0272282,101.4835684,1.584705101,0.390888487,4.054110453,5.03254E-05,0.002996126
LOC102656186,protein_coding,102656186,trypsin-5,42.8802581,1.572926054,0.449807471,3.49688735,0.000470721,0.014666084
LOC408805,protein_coding,408805,progestin and adipoQ receptor family member 3,110.063689,1.569929967,0.334084412,4.699201497,2.61181E-06,0.000369887
LOC725254,protein_coding,725254,endothelial zinc finger protein induced by tumor necrosis factor alpha,81.51462158,1.56398515,0.421946577,3.706595185,0.000210064,0.00818113
LOC725008,protein_coding,725008,protein trapped in endoderm-1,293.7926896,1.562834335,0.367310683,4.254802289,2.09234E-05,0.001564567
LOC411291,protein_coding,411291,leucine-rich repeat-containing protein 58,474.3094121,1.560218171,0.33284466,4.687526521,2.76527E-06,0.000374594
LOC726204,protein_coding,726204,transcription factor cwo,526.7001924,1.536879241,0.278475187,5.51890909,3.41111E-08,9.37753E-06
LOC410638,protein_coding,410638,aromatic-L-amino-acid decarboxylase,184.4385688,1.526257173,0.312421477,4.885250493,1.03297E-06,0.000175549
LOC551179,protein_coding,551179,methyl farnesoate epoxidase,604.7896696,1.523195112,0.288166139,5.28582267,1.25141E-07,2.92423E-05
LOC408666,protein_coding,408666,uncharacterized LOC408666,162.2949613,1.479257414,0.299793508,4.93425432,8.04575E-07,0.000147458
LOC725682,protein_coding,725682,uncharacterized LOC725682,425.7111189,1.476115806,0.385490863,3.829184934,0.000128568,0.005722517
LOC102655278,lncRNA,102655278,uncharacterized LOC102655278,33.11399516,1.463696483,0.448173912,3.265911831,0.001091122,0.026353279
LOC410775,protein_coding,410775,laminin subunit alpha-1,234.8737368,1.446746337,0.36880431,3.922802139,8.7525E-05,0.004470472
LOC551448,protein_coding,551448,ribose-phosphate pyrophosphokinase 1,1987.56419,1.441583852,0.292919192,4.921438718,8.59103E-07,0.000154424
LOC409639,protein_coding,409639,UPF0183 protein CG7083,286.8458611,1.427351985,0.315309522,4.526828045,5.98756E-06,0.000658421
LOC409624,protein_coding,409624,acetyl-coenzyme A synthetase,457.5581522,1.412530333,0.44218738,3.194415751,0.001401142,0.031864895
LOC410228,protein_coding,410228,cAMP-dependent protein kinase catalytic subunit PRKX,63.7877688,1.409841492,0.373013578,3.779598314,0.000157082,0.006655923
LOC410288,protein_coding,410288,phytanoyl-CoA dioxygenase,264.6584529,1.403703588,0.301716891,4.652386485,3.28115E-06,0.000420123
LOC410353,protein_coding,410353,CUGBP Elav-like family member 4,44.72662004,1.398715275,0.441411374,3.168734101,0.001531044,0.033672159
LOC102653614,protein_coding,102653614,probable RNA methyltransferase CG11342,39.42979824,1.384294925,0.44798251,3.090064666,0.002001129,0.039952717
LOC409305,protein_coding,409305,elongation factor-like GTPase 1,315.3415882,1.368537671,0.224284731,6.101787065,1.04889E-09,5.44666E-07
LOC724885,protein_coding,724885,zinc finger protein 395,127.38285,1.35953543,0.327176298,4.155360399,3.24775E-05,0.002168338
LOC725756,protein_coding,725756,beta-galactosidase,2769.880187,1.350867632,0.296300507,4.559113462,5.137E-06,0.000592785
LOC551724,protein_coding,551724,S-adenosylmethionine decarboxylase proenzyme,89.66174464,1.333805933,0.343319051,3.885033257,0.000102316,0.005003742
LOC102654520,protein_coding,102654520,putative uncharacterized protein DDB_G0282133,11860.26921,1.328139678,0.415314993,3.197909301,0.001384278,0.031712862
LOC100577769,protein_coding,100577769,uncharacterized LOC100577769,105.830029,1.328009026,0.393573478,3.374234038,0.000740214,0.020530507
LOC551966,protein_coding,551966,multifunctional protein ADE2,1384.069484,1.314930121,0.291631494,4.50887558,6.51721E-06,0.000700188
LOC551548,protein_coding,551548,L-asparaginase,205.1128726,1.28328724,0.308616689,4.158191336,3.20777E-05,0.002157054
LOC410926,protein_coding,410926,PH domain leucine-rich repeat-containing protein phosphatase 2,53.63287597,1.273982675,0.403334816,3.15862312,0.001585163,0.034301572
LOC726289,protein_coding,726289,transcription factor AP-1,180.4040849,1.255932382,0.295492232,4.250305913,2.13479E-05,0.00158364
LOC410326,protein_coding,410326,Krueppel-like factor 10,508.5493176,1.239870291,0.244794047,5.064952784,4.08502E-07,8.12397E-05
LOC100577945,lncRNA,100577945,furin-like protease 1,178.1722051,1.235058778,0.344103061,3.589211835,0.000331679,0.011273476
cact1,protein_coding,725124,NF-kappa-B inhibitor cactus 1,183.9495402,1.219281217,0.3539026,3.445245152,0.000570542,0.017078702
LOC100576383,protein_coding,100576383,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",948.6510869,1.213095853,0.23041419,5.264848714,1.40305E-07,3.12245E-05
LOC410167,protein_coding,410167,sorbitol dehydrogenase,6030.397956,1.202492776,0.351961729,3.416544116,0.000634214,0.01846728
LOC551437,protein_coding,551437,alpha-N-acetylglucosaminidase,197.8314073,1.182443231,0.371688501,3.18127472,0.001466285,0.032709707
LOC113219383,rRNA,113219383,large subunit ribosomal RNA,2216.373102,1.179663277,0.322657995,3.656079491,0.000256102,0.009424351
LOC552286,protein_coding,552286,acetyl-CoA carboxylase,1253.320196,1.17064382,0.299014114,3.915011925,9.03997E-05,0.004541459
LOC550659,protein_coding,550659,adiponectin receptor protein,419.8810831,1.170352044,0.268187953,4.363924739,1.2775E-05,0.001140194
LOC410332,protein_coding,410332,breast cancer anti-estrogen resistance protein 3,273.6827462,1.15543597,0.364874686,3.166665195,0.001541977,0.033816424
LOC100576392,protein_coding,100576392,transcriptional regulator Myc-B,196.9967834,1.147363366,0.234810713,4.886333135,1.02731E-06,0.000175549
Hsp90,protein_coding,408928,heat shock protein 90,3129.102524,1.129861101,0.338445107,3.338388054,0.00084266,0.022375968
LOC552265,protein_coding,552265,rho GTPase-activating protein 32,149.4386764,1.116562774,0.269286846,4.14636953,3.37789E-05,0.002239226
LOC412914,protein_coding,412914,uncharacterized LOC412914,148.2508199,1.106492961,0.329843735,3.35459748,0.000794805,0.021722358
LOC551781,protein_coding,551781,pre-rRNA-processing protein TSR1 homolog,106.729649,1.101330203,0.319135472,3.450980223,0.000558554,0.016787167
LOC551749,protein_coding,551749,LARGE xylosyl- and glucuronyltransferase 1,133.5108908,1.09798857,0.293058239,3.746656543,0.000179207,0.007251297
LOC550645,protein_coding,550645,max-binding protein MNT,92.82527748,1.090964999,0.335121749,3.255428815,0.001132213,0.027065966
Akhr,protein_coding,551388,adipokinetic hormone receptor,146.4236881,1.085745354,0.35687873,3.042336974,0.002347489,0.045055407
LOC410278,protein_coding,410278,putative inorganic phosphate cotransporter,284.3155042,1.083752513,0.271132738,3.997128932,6.41154E-05,0.003525215
Imd,protein_coding,100302584,immune deficiency,84.44269611,1.075956001,0.30443011,3.534328459,0.000408813,0.012978608
LOC410405,protein_coding,410405,cytochrome P450 18a1,244.114177,1.075861385,0.343333926,3.133571437,0.001726929,0.035711511
LOC100577003,protein_coding,100577003,uncharacterized LOC100577003,57.15608341,1.063838877,0.340208282,3.12702228,0.001765865,0.036196369
LOC408964,protein_coding,408964,ubiquitin carboxyl-terminal hydrolase Usp2,592.7429428,1.054264008,0.20020555,5.265908011,1.39498E-07,3.12245E-05
LOC100577456,protein_coding,100577456,fibrillin-2,299.2798703,1.051587703,0.268264534,3.919965444,8.85617E-05,0.004498836
LOC102654681,protein_coding,102654681,mitochondrial inner membrane protease subunit 2,66.00625485,1.019555978,0.334826764,3.045025328,0.002326607,0.044838757
LOC409187,protein_coding,409187,MD-2-related lipid-recognition protein,276.511487,1.014870479,0.315424789,3.217472169,0.001293256,0.030069804
LOC409444,protein_coding,409444,AMP deaminase 2,680.7613728,1.011379193,0.299044831,3.382032015,0.000719518,0.02031949
LOC409299,protein_coding,409299,adenylosuccinate synthetase,324.665164,0.981676207,0.304875223,3.219927803,0.001282229,0.029962483
LOC411280,protein_coding,411280,GTP-binding protein 128up,116.3649862,0.981090583,0.270260883,3.630161246,0.000283244,0.01018263
LOC725263,protein_coding,725263,tumor protein p53-inducible nuclear protein 2,455.5933976,0.979668418,0.228311172,4.29093508,1.77922E-05,0.001385867
LOC412452,protein_coding,412452,max-like protein X,165.3639551,0.975645173,0.251113744,3.885271902,0.000102215,0.005003742
Camkii,protein_coding,551691,calcium/calmodulin-dependent protein kinase II,227.1550375,0.97023355,0.281668142,3.444598112,0.000571909,0.017078702
LOC725023,protein_coding,725023,mediator of RNA polymerase II transcription subunit 26,110.764467,0.965207657,0.305671002,3.157668375,0.001590364,0.034330552
LOC410071,protein_coding,410071,glycerol-3-phosphate phosphatase,394.2563336,0.961466699,0.270581711,3.553332166,0.000380384,0.012302587
LOC408561,protein_coding,408561,proteoglycan 4,568.6137668,0.945384982,0.207307659,4.560299343,5.10808E-06,0.000592785
LOC411071,protein_coding,411071,dnaJ protein homolog 1,645.0877505,0.937955927,0.233057322,4.024571795,5.70791E-05,0.003241595
LOC552801,protein_coding,552801,mitoferrin-1,123.8319384,0.937399383,0.266763305,3.513974242,0.000441456,0.013800286
LOC551489,protein_coding,551489,phospholipid phosphatase 5,79.6853663,0.935230399,0.311017131,3.007006064,0.002638345,0.048929783
Tspan6,protein_coding,406108,tetraspanin 6,1842.045026,0.932182246,0.20713388,4.500385196,6.78304E-06,0.000720467
LOC100578046,protein_coding,100578046,probable G-protein coupled receptor Mth-like 1,543.0935032,0.926256312,0.239438169,3.86845721,0.000109526,0.005196655
LOC550918,protein_coding,550918,ATP-binding cassette sub-family G member 4,200.5675187,0.920913516,0.276736249,3.327766129,0.000875453,0.022667773
LOC550804,protein_coding,550804,transketolase,3474.82188,0.914346588,0.297159061,3.076960149,0.002091233,0.041226366
LOC410675,protein_coding,410675,maternal B9.10 protein,364.9040726,0.908552051,0.190917576,4.758870666,1.94679E-06,0.000293494
CytC,protein_coding,408270,mitochondrial cytochrome C,406.1030966,0.904112637,0.203048434,4.452694456,8.47994E-06,0.000819117
LOC408733,protein_coding,408733,protein pinocchio,2681.803578,0.893774657,0.268975812,3.322881151,0.000890929,0.022940799
LOC726562,protein_coding,726562,phosphoinositide 3-kinase regulatory subunit 4,268.5612183,0.835371387,0.232682132,3.590182802,0.000330446,0.011272555
LOC726814,protein_coding,726814,"solute carrier family 2, facilitated glucose transporter member 1",201.7982942,0.835362348,0.275789026,3.028990535,0.002453724,0.046239829
LOC412055,protein_coding,412055,exostosin-3,716.3952556,0.822202379,0.188433637,4.363352494,1.28084E-05,0.001140194
LOC409534,protein_coding,409534,uncharacterized LOC409534,199.9587823,0.800991668,0.231770955,3.455962238,0.000548332,0.016586603
LOC551009,protein_coding,551009,protein-glutamate O-methyltransferase,279.4482769,0.793987156,0.253045669,3.13772276,0.001702658,0.03528769
Trxr-1,protein_coding,410032,"thioredoxin reductase 1, transcript variant 1",1781.776585,0.78404772,0.210843651,3.718621442,0.000200313,0.007867537
LOC725732,protein_coding,725732,uncharacterized LOC725732,1684.767285,0.77461369,0.178349566,4.343232829,1.40401E-05,0.00121512
LOC410172,protein_coding,410172,translocating chain-associated membrane protein 1-like 1,836.3676424,0.765959084,0.215011809,3.562404715,0.000367473,0.012009696
LOC725789,protein_coding,725789,ragulator complex protein LAMTOR1,275.8186951,0.756158741,0.230243971,3.28416305,0.001022857,0.025093561
LOC408664,protein_coding,408664,homeodomain-interacting protein kinase 2,243.3651195,0.74448102,0.245545222,3.031950751,0.002429788,0.045974155
LOC551904,protein_coding,551904,"glycerol-3-phosphate dehydrogenase, mitochondrial",796.450148,0.741500261,0.241027379,3.076415071,0.00209506,0.041226366
LOC408500,protein_coding,408500,endothelin-converting enzyme homolog,237.5379426,0.725691556,0.223963426,3.240223503,0.00119436,0.028478793
Eif4g,protein_coding,725259,eukaryotic translation initiation factor 4 gamma,3948.044628,0.699920002,0.139175656,5.029040455,4.9294E-07,9.59899E-05
LOC724976,protein_coding,724976,WD repeat-containing protein 26,275.9012994,0.696849584,0.205832487,3.385517975,0.000710441,0.020191359
LOC724718,protein_coding,724718,xanthine dehydrogenase,773.2547299,0.66463239,0.206816004,3.213640996,0.001310634,0.03039826
Hsc70-3,protein_coding,409587,heat shock 70 kDa protein cognate 3,3679.58815,0.657946181,0.162977583,4.037034837,5.4131E-05,0.003142626
LOC726435,protein_coding,726435,signal recognition particle subunit SRP72,580.3021125,0.642038104,0.212436775,3.02225499,0.002508991,0.047186195
LOC412460,protein_coding,412460,putative cystathionine gamma-lyase 2,393.2128075,0.629656562,0.203979243,3.086865863,0.002022789,0.040227669
LOC412824,protein_coding,412824,Golgi phosphoprotein 3 homolog sauron,327.0040629,0.629354511,0.20911612,3.009593486,0.002615976,0.048708215
LOC552707,protein_coding,552707,protein CDV3 homolog,390.2527535,0.628588142,0.202627574,3.102184618,0.001920981,0.038697006
LOC409368,protein_coding,409368,interferon-related developmental regulator 1-like,804.9060414,0.624006297,0.187468843,3.328586695,0.000872878,0.022667773
LOC410085,protein_coding,410085,AN1-type zinc finger protein 5,977.133926,0.623841465,0.178703559,3.490929152,0.000481344,0.014947247
LOC550935,protein_coding,550935,splicing factor 3B subunit 3,444.7505744,0.615270782,0.201582015,3.052210691,0.002271626,0.04396043
LOC410059,protein_coding,410059,"probable citrate synthase 2, mitochondrial",1033.553581,0.61220681,0.19455227,3.146747194,0.001650976,0.034822681
LOC409543,protein_coding,409543,importin subunit alpha-7,609.5270775,0.586074051,0.176814169,3.31463283,0.000917636,0.023370956
LOC411154,protein_coding,411154,eukaryotic translation initiation factor 4 gamma 2,1689.650259,0.583336117,0.177508655,3.286240413,0.001015343,0.024974768
LOC413977,protein_coding,413977,calsyntenin-1,1174.331339,-0.52866078,0.170033709,-3.109152783,0.001876247,0.037959476
LOC551666,protein_coding,551666,double-stranded RNA-binding protein Staufen homolog 2,922.4912588,-0.614369001,0.184279254,-3.333902155,0.000856368,0.022547801
LOC409517,protein_coding,409517,digestive cysteine proteinase 1,1082.849838,-0.662897257,0.20859412,-3.177928785,0.001483312,0.03293234
LOC409882,protein_coding,409882,TLD domain-containing protein 2,2937.697972,-0.719810686,0.210070892,-3.426513213,0.000611384,0.017914127
LOC725899,protein_coding,725899,alpha-N-acetylgalactosaminidase,571.1973683,-0.798530734,0.241077806,-3.312336153,0.000925203,0.02344173
LOC410159,protein_coding,410159,mediator of RNA polymerase II transcription subunit 13,429.6853181,-0.800362702,0.236943796,-3.377858864,0.000730526,0.020322093
LOC411347,protein_coding,411347,peripheral plasma membrane protein CASK,178.3067233,-0.82269862,0.242941936,-3.386400194,0.00070816,0.020191359
LOC413590,protein_coding,413590,alkylglycerol monooxygenase,263.9891177,-0.826868871,0.260070456,-3.179403322,0.001475786,0.032843264
LOC413787,protein_coding,413787,tetratricopeptide repeat protein 39B,151.5384602,-0.847429065,0.257478816,-3.29125743,0.000997406,0.024794557
LOC412470,protein_coding,412470,MAP kinase-interacting serine/threonine-protein kinase 1,2085.541713,-0.864089482,0.280752789,-3.077759209,0.002085634,0.041214414
LOC408563,protein_coding,408563,centrosomin,356.0370631,-0.917104659,0.235815491,-3.889077245,0.000100626,0.004976466
LOC409784,protein_coding,409784,uncharacterized LOC409784,241.4546349,-0.922314598,0.293812059,-3.139131184,0.001694496,0.035196559
LOC551502,protein_coding,551502,atrial natriuretic peptide-converting enzyme,208.2069701,-0.939154602,0.24364772,-3.854559364,0.000115938,0.005312132
LOC102653599,lncRNA,102653599,uncharacterized LOC102653599,1961.250373,-0.960754954,0.284234042,-3.38015442,0.000724451,0.020322093
LOC409515,protein_coding,409515,long-chain-fatty-acid--CoA ligase 4,895.5568893,-0.964618603,0.245558188,-3.928268946,8.55595E-05,0.004418368
LOC726199,protein_coding,726199,tumor protein D54,1300.282915,-0.98400645,0.232248523,-4.2368685,2.26659E-05,0.001624585
LOC102653940,protein_coding,102653940,cyclin-dependent kinase inhibitor 1,163.8005044,-0.992691792,0.308459803,-3.218220927,0.001289884,0.030066204
Fabp,protein_coding,408689,fatty acid binding protein,1140.340813,-0.995281563,0.304384964,-3.269811851,0.00107619,0.026059978
LOC411735,protein_coding,411735,nuclear pore complex protein Nup133,85.17477348,-0.996432385,0.31382684,-3.175102502,0.001497836,0.033175998
LOC551113,protein_coding,551113,"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",269.6152697,-0.999183751,0.287667703,-3.473395661,0.000513917,0.015801261
LOC409061,protein_coding,409061,tyrosine kinase receptor Cad96Ca,166.1016776,-1.001841414,0.317004389,-3.16033925,0.001575855,0.034254698
LOC727189,protein_coding,727189,geranylgeranyl pyrophosphate synthase,73.33672813,-1.016862016,0.31445994,-3.233677446,0.001222074,0.028918291
LOC100576876,protein_coding,100576876,uncharacterized LOC100576876,381.79943,-1.030870215,0.229273012,-4.496256267,6.91604E-06,0.000726339
LOC409634,protein_coding,409634,uncharacterized LOC409634,161.3671607,-1.036464481,0.311139588,-3.331188057,0.000864762,0.022578008
LOC550965,protein_coding,550965,probable cytochrome P450 6a14,3412.745708,-1.050174462,0.341469146,-3.075459305,0.002101786,0.041271837
LOC410706,protein_coding,410706,rho GTPase-activating protein 7,144.7349856,-1.063837958,0.337718936,-3.150069025,0.001632319,0.034675648
LOC552592,protein_coding,552592,facilitated trehalose transporter Tret1,625.9012274,-1.070665212,0.355099245,-3.015115427,0.002568815,0.048117658
CPR28,protein_coding,412202,cuticular protein 28,251.5362105,-1.071502639,0.342134755,-3.131814657,0.001737295,0.035846573
