tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
7460	Apis mellifera	724217	0	live	Nrx-1	GB13455, GB52279	neurexin 1	neurexin 1		LG5	NC_037642.1	2349284	2687281	minus	20		
7460	Apis mellifera	677676	0	live	Obp11	GB15866, GB50937	odorant binding protein 11	odorant binding protein 11		LG10	NC_037647.1	10093970	10094816	minus	6		
7460	Apis mellifera	413045	0	live	Pburs	GB19117, GB45445, sc-burs	Partner of Bursicon	partner of bursicon|bursicon subunit beta|scburs|single-chain bursicon		LG6	NC_037643.1	16327687	16328299	minus	3		
7460	Apis mellifera	100577393	0	live	Egfr	GB54477	epidermal growth factor receptor	epidermal growth factor receptor		LG6	NC_037643.1	3804323	3960476	minus	15		
7460	Apis mellifera	551232	0	live	Hr38	GB15642, GB40074, GB49295	Hormone receptor-like in 38	probable nuclear hormone receptor HR38		LG13	NC_037650.1	5711443	5719422	minus	6		
7460	Apis mellifera	406104	0	live	AChE-2	ACE2, Ache, GB14873, GB41856	acetylcholinesterase 2	acetylcholinesterase 2		LG8	NC_037645.1	7426943	7561836	plus	8		
7460	Apis mellifera	406129	0	live	Itpr1	GB11927, GB46583, IP3R	inositol 1,4,5,-tris-phosphate receptor	inositol 1,4,5-triphosphate receptor		LG2							
7460	Apis mellifera	406091	0	live	Mrjp2	GB16246, GB55212	major royal jelly protein 2	major royal jelly protein 2|55 kDa RJGP|MRJP-2|apalbumin 2|bee-milk protein		LG11	NC_037648.1	2301533	2304856	plus	7		
7460	Apis mellifera	409418	0	live	Hsc70-4	GB14852, GB40866	heat shock protein cognate 4	heat shock protein cognate 4		LG1	NC_037638.1	5356800	5361132	minus	3		
7460	Apis mellifera	406154	0	live	PRF	GB13380, GB40389, chic	profilin	profilin|chickadee		LG8	NC_037645.1	2754403	2759443	minus	3		
7460	Apis mellifera	503862	0	live	Crz	AmCrz, GB17245, GB53951	corazonin	pro-corazonin|apime-corazonin preprohormone		LG1	NC_037638.1	25171162	25173330	plus	3		
7460	Apis mellifera	751102	0	live	Tbh	AmTbH, GB16337, GB53665	tyramine beta hydroxylase	tyramine beta hydroxylase		LG3	NC_037640.1	8154279	8161115	minus	12		
7460	Apis mellifera	677673	0	live	Obp14	GB46223	odorant binding protein 14	odorant binding protein 14		LG15	NC_037652.1	1924191	1926002	plus	5		
7460	Apis mellifera	552249	0	live	LManII	GB44223	Lysosomal alpha-mannosidase II	lysosomal alpha-mannosidase		LG4	NC_037641.1	10203630	10210650	minus	18		
7460	Apis mellifera	552127	0	live	Dcr-1	GB11966, GB44595	endoribonuclease Dicer-1	endoribonuclease Dicer-1|dicer 1		LG5	NC_037642.1	10966578	10975700	minus	21		
7460	Apis mellifera	408928	0	live	Hsp90	GB14758, GB40976, Hsp83	heat shock protein 90	heat shock protein 90		LG7	NC_037644.1	9550759	9553976	plus	3		
7460	Apis mellifera	408489	0	live	Eph	EphR, GB12585, GB41629	Eph receptor tyrosine kinase	Eph receptor tyrosine kinase|eph receptor tyrosine kinase|ephrin receptor		LG14	NC_037651.1	9865919	9943024	plus	18		
7460	Apis mellifera	406093	0	live	LOC406093	GB19468, GB53576	apisimin	apisimin|apisin subunit Apisimin|royal jelly protein RJP54		LG6	NC_037643.1	15024551	15025504	plus	3		
7460	Apis mellifera	409398	0	live	Sod1	GB10133, GB47880	superoxide dismutase 1	superoxide dismutase 1|CuZn superoxide dismutase		LG8	NC_037645.1	529896	531140	plus	4		
7460	Apis mellifera	724216	0	live	jhamt	GB44043	juvenile hormone acid methyltransferase	juvenile hormone acid methyltransferase|juvenile hormone acid O-methyltransferase|juvenile hormone methyltransferase		LG4	NC_037641.1	11486247	11487860	plus	5		
7460	Apis mellifera	550932	0	live	Argk1	Argk, GB10973, GB54446	Arginine kinase 1	arginine kinase|AK		LG15	NC_037652.1	2505071	2528532	plus	7		
7460	Apis mellifera	726445	0	live	Gpdh1	GB11613, GB41388, Gpdh	Glycerol-3-phosphate dehydrogenase 1	Glycerol-3-phosphate dehydrogenase 1|glycerol-3-phosphate dehydrogenase|sn-glycerol-3-phosphate dehydrogenase		LG9	NC_037646.1	2849683	2862544	plus	9		
7460	Apis mellifera	725195	0	live	tra2	GB11130, GB47305	transformer 2	transformer 2|transformer-2 sex-determining protein		LG11	NC_037648.1	10535463	10538991	plus	5		
7460	Apis mellifera	494509	0	live	Mvl	GB54097	solute carrier family member malvolio	protein Malvolio|malvolio		LG14	NC_037651.1	6644153	6653219	plus	14		
7460	Apis mellifera	413502	0	live	wg	GB45510, Wnt-1, Wnt1	Wnt family member 1 wingless	protein Wnt-1|wingless		LG1	NC_037638.1	19666659	19677808	plus	4		
7460	Apis mellifera	412878	0	live	Tet	GB52555	tet methylcytosine dioxygenase-like	DNA N6-methyl adenine demethylase|methylcytosine dioxygenase TET2|tet methylcytosine dioxygenase-like|Ten-Eleven Translocation (TET) family protein		LG12	NC_037649.1	4025468	4208180	minus	16		
7460	Apis mellifera	411193	0	live	Nf-YB	GB48127	nuclear factor Y-box B	nuclear transcription factor Y subunit B-1		LG7	NC_037644.1	13760993	13762541	plus	3		
7460	Apis mellifera	410435	0	live	5-HT1	GB16007, GB48005	serotonin receptor	serotonin receptor		LG13	NC_037650.1	4679854	4786005	plus	10		
7460	Apis mellifera	409791	0	live	Pka-C1	Co, GB17175	Protein kinase, cAMP-dependent, catalytic subunit 1	cAMP-dependent protein kinase catalytic subunit|cAMP-dependent protein kinase 1		LG2	NC_037639.1	4464679	4468976	minus	1		
7460	Apis mellifera	409401	0	live	CrebB	Creb, GB46492	Cyclic-AMP response element binding protein B	cyclic AMP-responsive element-binding protein 1|cAMP response element binding protein|cyclic-AMP response element binding protein B at 17A ortholog		LG1	NC_037638.1	12030779	12038822	plus	10		
7460	Apis mellifera	408758	0	live	Eip74EF	E74, GB10759, GB49105	Ecdysone-induced protein E74	Ecdysone-induced protein E74|ecdysteroid-regulated gene E74		LG3	NC_037640.1	3327213	3476366	minus	12		
7460	Apis mellifera	406099	0	live	RpL32	GB10903, GB47227, Rp49	ribosomal protein L32	large ribosomal subunit protein eL32|60S ribosomal protein L32|ribosomal protein 49		LG11	NC_037648.1	10035231	10036482	minus	4		
7460	Apis mellifera	406097	0	live	mys	GB19541, GB47201	position-specific antigen beta subunit myospheroid	integrin beta-PS|integrin betaPS|myospheroid		LG11	NC_037648.1	10612417	10617543	minus	11		
7460	Apis mellifera	751098	0	live	Glob1	GB47694	globin 1	globin 1		LG1	NC_037638.1	1672100	1674611	minus	4		
7460	Apis mellifera	725126	0	live	dsx	Am-dsxF1, Am-dsxM, AmdsxF1, AmdsxM, GB18426, GB55036	transcription factor doublesex	doublesex		LG5	NC_037642.1	3529523	3620990	plus	7		
7460	Apis mellifera	413289	0	live	N	GB49149	neurogenic locus Notch protein	LOW QUALITY PROTEIN: neurogenic locus Notch protein		LG3	NC_037640.1	10834908	11049222	minus	14		
7460	Apis mellifera	412285	0	live	DAT	GB15426, GB40867, NT-2	Sodium-dependent dopamine transporter	Sodium-dependent dopamine transporter|dopamine transporter|neurotransmitter transporter 2		LG1	NC_037638.1	5335036	5350924	minus	14		
7460	Apis mellifera	411045	0	live	GstS4	GB14372, GB49545, hp19	glutathione S-transferase S4	glutathione S-transferase S4|glutathione S-transferase HP19		LG4	NC_037641.1	5016633	5017794	minus	5		
7460	Apis mellifera	409012	0	live	brp	GB19596, GB42866	ELKS/RAB6-interacting/CAST family member bruchpilot	bruchpilot		LG9	NC_037646.1	8552456	8606318	plus	20		
7460	Apis mellifera	408423	0	live	FoxP	GB40150	forkhead box P	forkhead box P|foxP protein|transcription factor FoxP		LG13	NC_037650.1	5292251	5526825	minus	29		
7460	Apis mellifera	406113	0	live	Eaat-2	Eaat, GB16377, GB49785	excitatory amino acid transporter 2	excitatory amino acid transporter 2|glutamate transporter Am-EAAT		LG2	NC_037639.1	12135342	12138725	minus	9		
7460	Apis mellifera	406098	0	live	mIF2	GB10042, GB42024, IF-2mt, Mtif2	mitochondrial translation initiation factor 2	mitochondrial translation initiation factor 2|translation initiation factor 2		LG5	NC_037642.1	7347718	7351983	minus	11		
7460	Apis mellifera	406092	0	live	for	GB49908	cGMP-dependent protein kinase for	cGMP-dependent protein kinase for|cGMP-dependent protein kinase foraging		LG13	NC_037650.1	10107902	10187775	minus	14		
7460	Apis mellifera	552247	0	live	Rel	GB40654	nuclear factor NF-kappa-B family member relish	nuclear factor NF-kappa-B p100 subunit|NF-kappaB transcription factor relish|relish		LG12	NC_037649.1	5219144	5225206	minus	19		
7460	Apis mellifera	406150	0	live	Glurb	GB14129, GB53857	metabotropic glutamate receptor B	metabotropic glutamate receptor B		LG13	NC_037650.1	7387213	7644067	minus	19		
7460	Apis mellifera	726702	0	live	5-HT7	GB14021	5-hydroxytryptamine receptor 7	5-hydroxytryptamine receptor 7|serotonin receptor 7		LG6	NC_037643.1	633583	1032488	minus	9		
7460	Apis mellifera	724047	0	live	Mad		MAX dimerization protein	MAX dimerization protein		LG15	NC_037652.1	951021	1360467	minus	10		
7460	Apis mellifera	406153	0	live	nAChRalpha2	Apisa2, GB18518, GB42644, nAChRa2	nicotinic acetylcholine receptor alpha2	nicotinic acetylcholine receptor alpha2|nicotinic acetylcholine receptor alpha2 subunit|neuronal nicotinic acetylcholine receptor Apisa2 subunit|neuronal nicotinic acetylcholine receptor alpha-2		LG9	NC_037646.1	8003004	8006857	minus	8		
7460	Apis mellifera	406148	0	live	nAChRa7	Apisa7-1, GB19257, GB53053	nicotinic acetylcholine receptor alpha7 subunit	nicotinic acetylcholine receptor alpha7 subunit|nAChRalpha7|neuronal nicotinic acetylcholine receptor alpha7-1		LG14	NC_037651.1	1798027	2042183	plus	13		
7460	Apis mellifera	406144	0	live	LOC406144	GB18323	abaecin	abaecin		LG10	NC_037647.1	12267100	12267965	minus	3		
7460	Apis mellifera	406095	0	live	SP34	GB11552, GB48510	serine protease 34	venom serine protease 34		LG13	NC_037650.1	1214735	1218357	minus	8		
7460	Apis mellifera	678674	0	live	LOC678674	GB19783, GB45615	venom allergen Api m 6	allergen Api m 6.03 / Api m 6.04		LG16	NC_037653.1	6000001	6000807	minus	3		
7460	Apis mellifera	412740	0	live	Lcch3	GB12078, GB45542	Ligand-gated chloride channel homolog 3	Ligand-gated chloride channel homolog 3|ligand-gated chloride channel homolog 3|GABA-gated ion channel|GABAR receptor 3|gamma-aminobutyric acid receptor LCCH3 subunit		LG9	NC_037646.1	1324939	1338281	minus	12		
7460	Apis mellifera	409285	0	live	jar	GB51775, Myo6	Myosin heavy chain 95F jaguar	myosin heavy chain 95F|myosin 6		LG12	NC_037649.1	3116708	3218524	plus	23		
7460	Apis mellifera	726302	0	live	LOC726302	Egr, GB50091	alpha-protein kinase 1	alpha-protein kinase 1|myb-like protein Q		LG15	NC_037652.1	6242503	6270428	minus	3		
7460	Apis mellifera	724777	0	live	CPR14	AmelCPR14, GB30336, GB46297	cuticular protein 14	cuticular protein 14|structural cuticle protein		LG2	NC_037639.1	2994710	3003825	minus	4		
7460	Apis mellifera	724456	0	live	Msx	GB18552, GB47493	homeobox protein Msx	homeobox protein H17|homeotic protein H17		LG1	NC_037638.1	15541180	15561401	plus	3		
7460	Apis mellifera	409798	0	live	Fabp	GB15990, GB40713	FABP-like protein	FABP-like protein		LG1	NC_037638.1	5372582	5374100	plus	3		
7460	Apis mellifera	411303	0	live	nAChRa9	GB16984, GB53427	nicotinic acetylcholine receptor alpha9 subunit	nicotinic acetylcholine receptor alpha9 subunit|nAChRalpha9		LG9	NC_037646.1	11044376	11046966	minus	7		
7460	Apis mellifera	410066	0	live	Gs2	GB10139, GB45377, GlnS	glutamine synthetase 2	glutamine synthetase		LG6	NC_037643.1	16823113	16843347	plus	4		
7460	Apis mellifera	410670	0	live	Pka-C2	GB16164	cAMP-dependent protein kinase 2			LG1							
7460	Apis mellifera	409873	0	live	Mrjp9	GB16324, GB55215	major royal jelly protein 9	major royal jelly protein 9		LG11	NC_037648.1	2321827	2325880	plus	6		
7460	Apis mellifera	413397	0	live	Def2	Defensin-2, GB10036, GB47618	defensin 2	defensin-2		LG16	NC_037653.1	5139659	5140578	minus	2		
7460	Apis mellifera	726456	0	live	didum	GB50690, Myo5	dilute class unconventional myosin	unconventional myosin-Va|myosin 5		LG13	NC_037650.1	4370049	4386313	plus	23		
7460	Apis mellifera	410197	0	live	Cry2	Cry, GB10211, GB51095	cryptochrome 2	cryptochrome 2		LG10	NC_037647.1	9884663	9893215	plus	12		
7460	Apis mellifera	551010	0	live	nAChRalpha6	Amel_a6, GB17000, GB43416, nAChRa6	nicotinic acetylcholine receptor alpha6	nicotinic acetylcholine receptor alpha6|nicotinic acetylcholine receptor alpha6 subunit|nAChR subunit alpha 6|nicotinic acetylcholine receptor subunit alpha 6		LG2	NC_037639.1	3499710	3849609	plus	17		
7460	Apis mellifera	410478	0	live	nAChRbeta1	GB17819, GB53055, nAChRb1	nicotinic acetylcholine receptor beta1	nicotinic acetylcholine receptor beta1|nicotinic acetylcholine receptor beta1 subunit		LG14	NC_037651.1	2060339	2062681	minus	5		
7460	Apis mellifera	406106	0	live	Pkc53E	GB17972, GB43222, Pkc	Protein C kinase 53E	protein kinase C		LG11	NC_037648.1	16105584	16127257	plus	14		
7460	Apis mellifera	408273	0	live	Y-y	GB19464, GB48794	yellow-y	yellow-y|yellow-like protein		LG10	NC_037647.1	11506149	11513111	minus	7		
7460	Apis mellifera	406142	0	live	LOC406142	GB17538, GB51223	hymenoptaecin	hymenoptaecin		LG6	NC_037643.1	2367078	2368717	plus	2		
7460	Apis mellifera	406122	0	live	Arp1	GB17681, GB44311	actin related protein 1	actin related protein 1		LG7	NC_037644.1	12424728	12428682	plus	3		
7460	Apis mellifera	411166	0	live	Kr	GB16053, GB41483	krueppel	protein krueppel		LG6	NC_037643.1	9187234	9201351	minus	3		
7460	Apis mellifera	409003	0	live	NLG-3	GB18290, GB42603, Nlgn3	neuroligin 3	neuroligin 3		LG9	NC_037646.1	8846893	9096263	minus	11		
7460	Apis mellifera	100049551	0	live	Burs	GB11959, GB45446, burs-alpha, sc-burs	Cuticle-tanning hormone bursicon	bursicon|bursicon subunit alpha|single-chain bursicon		LG6	NC_037643.1	16324630	16326359	minus	4		
7460	Apis mellifera	410209	0	live	Hb	GB19977, GB50986	hunchback	protein hunchback		LG10	NC_037647.1	9348067	9350007	minus	1		
